uid,class,observations,anomaly_max,p_reject_mean
477,good,3,1.9493674042276998,0.0001408591536323576
478,good,3,2.845044615794938,0.011673969282156709
479,good,3,2.8023392205771924,0.0011501917933365478
480,wrong_size,3,7.592195694359717,0.004714596740248996
481,plastic_chip,2,22.093622416541027,0.3385882747079161
482,good,4,2.6502858665467786,0.0010450834227201055
483,wrong_size,3,8.465281910538295,0.017577857483166554
484,good,3,3.5359114726395826,0.00033714995741789526
485,good,3,5.396478077347399,0.0012908599957331638
486,good,3,3.567347073589899,0.0003930011152964645
487,odd_colour,3,337.6384204142226,0.9855427381279217
488,odd_colour,3,164.45027265727566,0.8869813145101171
489,good,3,3.700938550455823,0.02787831084260381
490,wrong_size,3,9.435660506196259,0.007774678613517148
491,wrong_size,3,10.763159828883559,0.000479900505720837
492,good,4,3.3256205956868694,0.00014985515174588328
493,good,3,4.343901713504704,5.599795236195521e-05
494,good,3,1.7145386730214611,0.00026898056978631274
497,good,2,2.0705420746535173,0.00013769372326234036
498,good,3,2.8624692817368325,0.0037520546035346033
499,good,3,2.0118662961544906,0.0001272687288381341
500,good,3,2.303541559535091,0.0023764360307291887
502,wrong_size,2,12.72764078797304,0.04631599569941358
503,good,3,4.129644190609698,0.028420742278862484
504,plastic_chip,6,22.639922954350766,0.3027709467618085
505,good,3,5.690342959872787,0.017893110776876855
506,good,3,2.7509959464783997,0.00030529877596571564
507,good,3,1.658686877496922,7.260810070331174e-05
508,good,3,2.7644155981683967,0.00049345852415591
510,wrong_size,2,10.6428736034055,0.010956072216857253
511,good,2,2.9848069900451155,0.0019265780508871482
512,odd_colour,4,191.53745099172636,0.9892084943168399
513,good,2,2.38688710605416,0.0002819663462797804
514,good,4,2.280188905186587,0.0008474902095920551
